Xw,Yw,Zw
1.6763806343078613e-06,112.95507862232625,4.356057595717622
1.6763806343078613e-06,113.20507861673832,3.923044911275797
1.6763806343078613e-06,113.45507861115038,3.4900322268339723
1.6763806343078613e-06,113.70507860556245,3.0570195423921476
1.6763806343078613e-06,113.95507859997451,2.624006857950345
0.25000167079269886,114.20507859438658,2.1909941735085203
0.25000167079269886,114.45507858879864,1.7579814890666956
0.25000167079269886,114.7050785832107,1.324968804624893
0.25000167079269886,114.95507857762277,0.8919561201830684
0.25000167079269886,115.20507857203484,0.45894343574124363
0.25000167079269886,115.4550785664469,0.025930751299418908
0.25000167079269886,115.70507856085896,-0.4070819331423947
0.25000167079269886,115.95507855527103,-0.8400946175842083
0.25000167079269886,116.2050785496831,-1.273107302026033
0.25000167079269886,116.45507854409516,-1.7061199864678578
0.25000167079269886,116.70507853850722,-2.1391326709096714
0.5000016652047634,116.95507853291929,-2.572145355351485
0.5000016652047634,117.20507852733135,-3.0051580397933098
0.5000016652047634,117.45507852174342,-3.4381707242351345
0.5000016652047634,117.70507851615548,-3.871183408676948
0.5000016652047634,117.95507851056755,-4.304196093118762
0.5000016652047634,118.20507850497961,-4.7372087775605864
0.5000016652047634,118.45507849939167,-5.170221462002411
0.5000016652047634,118.70507849380374,-5.603234146444224
0.5000016652047634,118.9550784882158,-6.036246830886038
0.5000016652047634,119.20507848262787,-6.469259515327863
0.5000016652047634,119.45507847703993,-6.902272199769688
0.5000016652047634,119.705078471452,-7.335284884211502
0.5000016652047634,119.95507846586406,-7.768297568653315
0.750001659616828,120.20507846027613,-8.20131025309514
0.750001659616828,120.45507845468819,-8.634322937536965
0.750001659616828,120.70507844910026,-9.067335621978778
0.750001659616828,120.95507844351232,-9.500348306420591
0.750001659616828,121.20507843792439,-9.933360990862417
0.750001659616828,121.45507843233645,-10.366373675304242
0.750001659616828,121.70507842674851,-10.799386359746055
0.750001659616828,121.95507842116058,-11.232399044187868
0.750001659616828,122.20507841557264,-11.665411728629692
0.750001659616828,122.45507840998471,-12.098424413071518
0.750001659616828,122.70507840439677,-12.531437097513331
0.750001659616828,122.95507839880884,-12.964449781955146
0.750001659616828,123.2050783932209,-13.39746246639697
0.750001659616828,123.45507838763297,-13.830475150838794
0.750001659616828,123.70507838204503,-14.263487835280609
0.750001659616828,123.9550783764571,-14.696500519722422
0.750001659616828,124.20507837086916,-15.129513204164247
1.0000016540288925,124.45507836528122,-15.562525888606071
1.0000016540288925,124.70507835969329,-15.995538573047885
1.0000016540288925,124.95507835410535,-16.428551257489698
1.0000016540288925,125.20507834851742,-16.86156394193152
1.0000016540288925,125.45507834292948,-17.29457662637335
1.0000016540288925,125.70507833734155,-17.727589310815162
1.0000016540288925,125.95507833175361,-18.160601995256975
1.0000016540288925,126.20507832616568,-18.5936146796988
1.0000016540288925,126.45507832057774,-19.026627364140623
1.0000016540288925,126.7050783149898,-19.45964004858244
1.0000016540288925,126.95507830940187,-19.892652733024253
1.0000016540288925,127.20507830381393,-20.325665417466077
1.0000016540288925,127.455078298226,-20.7586781019079
1.0000016540288925,127.70507829263806,-21.191690786349714
1.0000016540288925,127.95507828705013,-21.62470347079153
1.0000016540288925,128.2050782814622,-22.057716155233354
1.0000016540288925,128.45507827587426,-22.490728839675178
1.0000016540288925,128.70507827028632,-22.92374152411699
1.0000016540288925,128.9550782646984,-23.356754208558804
1.0000016540288925,129.20507825911045,-23.789766893000632
1.0000016540288925,129.45507825352252,-24.222779577442456
1.250001648440957,129.70507824793458,-24.65579226188427
1.250001648440957,129.95507824234664,-25.088804946326082
1.250001648440957,130.2050782367587,-25.521817630767906
1.250001648440957,130.45507823117077,-25.954830315209733
1.250001648440957,130.70507822558284,-26.387842999651546
1.250001648440957,130.9550782199949,-26.82085568409336
1.250001648440957,131.20507821440697,-27.253868368535183
1.250001648440957,131.45507820881903,-27.686881052977007
1.250001648440957,131.7050782032311,-28.11989373741882
1.250001648440957,131.95507819764316,-28.552906421860634
1.250001648440957,132.20507819205523,-28.98591910630246
1.250001648440957,132.4550781864673,-29.418931790744285
1.250001648440957,132.70507818087935,-29.851944475186098
1.250001648440957,132.95507817529142,-30.28495715962791
1.250001648440957,133.20507816970348,-30.717969844069735
1.250001648440957,133.45507816411555,-31.150982528511562
1.250001648440957,133.7050781585276,-31.583995212953376
1.250001648440957,133.95507815293968,-32.01700789739519
1.250001648440957,134.20507814735174,-32.450020581837016
1.250001648440957,134.4550781417638,-32.88303326627884
1.250001648440957,134.70507813617587,-33.31604595072065
1.250001648440957,134.95507813058794,-33.74905863516246
1.250001648440957,135.205078125,-34.18207131960429
1.250001648440957,135.45507811941206,-34.61508400404612
